Voyage ID,Ship ID,Ship Name,Encounter Hex,True Encounter Type,Logged Encounter Type,Damage Taken
3328,191,Black Bottom,Hex M6,Harpies,Harpies,0%
3328,191,Black Bottom,Hex M6,Kraken,Kraken,4%
3329,79,Scurvy Pearl,Hex Q13,Storm,Storm,0%
3329,79,Scurvy Pearl,Hex Q12,Sharks,Sharks,5%
3329,79,Scurvy Pearl,Hex Q11,Sharks,Sharks,15%
3330,207,Bloody Hind,Hex O14,Storm,Storm,30%
3330,207,Bloody Hind,Hex P13,Reef,Reef,25%
3332,279,Black Duck,Hex O14,Reef,Reef,15%
3332,279,Black Duck,Hex L13,Kraken,Kraken,0%
3332,279,Black Duck,Hex K13,Harpies,Harpies,0%
3332,279,Black Duck,Hex K13,Kraken,Kraken,20%
3333,364,Rusty Swan,Hex G10,Kraken,Kraken,30%
3333,364,Rusty Swan,Hex G9,Harpies,Harpies,4%
3333,364,Rusty Swan,Hex G8,Harpies,Harpies,7%
3333,364,Rusty Swan,Hex G7,Kraken,Kraken,20%
3334,390,Silver Bottom,Hex L8,Atlantean Merfolk,Merfolk,4%
3334,390,Silver Bottom,Hex K8,Pirates,Pirates,14%
3334,390,Silver Bottom,Hex K8,Reef,Reef,7%
3334,390,Silver Bottom,Hex J9,Pirates,Pirates,0%
3336,352,Silver Falcon,Hex Q7,Sharks,Sharks,0%
3336,352,Silver Falcon,Hex Q8,Dragon,Dragon,4%
3336,352,Silver Falcon,Hex Q9,Sharks,Sharks,4%
3336,352,Silver Falcon,Hex R10,Harpies,Harpies,7%
3336,352,Silver Falcon,Hex R10,Sharks,Sharks,0%
3336,352,Silver Falcon,Hex Q14,Harpies,Harpies,0%
3336,352,Silver Falcon,Hex Q14,Sharks,Sharks,4%
3337,327,Red Tortoise,Hex H5,Storm,Storm,17%
3337,327,Red Tortoise,Hex I6,Storm,Storm,7%
3337,327,Red Tortoise,Hex H11,Storm,Storm,0%
3338,290,Red Goose,Hex I5,Storm,Storm,10%
3338,290,Red Goose,Hex J7,Reef,Reef,10%
3338,290,Red Goose,Hex K8,Reef,Reef,5%
3338,290,Red Goose,Hex K9,Dread Pirate Calamity,Pirates,50%
3338,290,Red Goose,Hex M13,Storm,Storm,5%
3338,290,Red Goose,Hex O14,Reef,Reef,5%
3339,349,Red Bottom,Hex O11,Pirates,Pirates,14%
3339,349,Red Bottom,Hex M9,Harpies,Harpies,0%
3339,349,Red Bottom,Hex M9,Atlantean Merfolk,Sharks,4%
3339,349,Red Bottom,Hex L9,Dread Pirate Calamity,Pirates,57%
3339,349,Red Bottom,Hex L9,Reef,Reef,7%
3339,349,Red Bottom,Hex L9,Atlantean Merfolk,Merfolk,20%
3341,272,Mopey Diamond,Hex H11,Harpies,Harpies,0%
3341,272,Mopey Diamond,Hex I9,Warlock,Wyrd Majick Fyre,10%
3341,272,Mopey Diamond,Hex J9,Reef,Reef,10%
3341,272,Mopey Diamond,Hex K9,Dread Pirate Calamity,Pirates,30%
3341,272,Mopey Diamond,Hex L9,Atlantean Merfolk,Sharks,7%
3341,272,Mopey Diamond,Hex M8,Atlantean Merfolk,Merfolk,47%
3342,370,Red Duck,Hex H12,Dragon,Dragon,100%
3343,376,Rusty Falcon,Hex F14,Harpies,Harpies,20%
3344,240,Orange Swan,Hex G12,Storm,Storm,47%
3344,240,Orange Swan,Hex H10,Harpies,Harpies,0%
3344,240,Orange Swan,Hex H10,Kraken,Kraken,10%
3344,240,Orange Swan,Hex H9,Pirates,Pirates,10%
3344,240,Orange Swan,Hex I7,Warlock,Wyrd Majick Fyre,14%
3344,240,Orange Swan,Hex I7,Storm,Storm,0%
3344,240,Orange Swan,Hex J6,Pirates,Pirates,17%
3344,240,Orange Swan,Hex J5,Pirates,Pirates,0%
3344,240,Orange Swan,Hex J4,Iceberg,None,0%
3345,293,Rusty Duck,Hex M4,Iceberg,Iceberg,10%
3345,293,Rusty Duck,Hex L4,Pirates,Pirates,20%
3345,293,Rusty Duck,Hex L4,Reef,Reef,15%
3345,293,Rusty Duck,Hex L4,Iceberg,None,0%
3345,293,Rusty Duck,Hex L4,Storm,Storm,25%
3345,293,Rusty Duck,Hex K3,Reef,Reef,35%
3346,358,Scurvy Hind,Hex Q5,Iceberg,None,0%
3346,358,Scurvy Hind,Hex Q4,Iceberg,None,0%
3346,358,Scurvy Hind,Hex Q4,Sharks,Sharks,7%
3346,358,Scurvy Hind,Hex P3,Iceberg,None,0%
3346,358,Scurvy Hind,Hex O3,Iceberg,None,0%
3348,384,Silver Diamond,Hex P6,Iceberg,None,0%
3348,384,Silver Diamond,Hex N5,Iceberg,None,0%
3348,384,Silver Diamond,Hex N5,Storm,Storm,0%
3348,384,Silver Diamond,Hex N4,Iceberg,None,0%
3348,384,Silver Diamond,Hex M4,Harpies,Harpies,0%
3348,384,Silver Diamond,Hex M4,Iceberg,None,0%
3348,384,Silver Diamond,Hex L4,Reef,Reef,17%
3348,384,Silver Diamond,Hex J3,Iceberg,None,0%
3349,280,Mopey Hind,Hex J2,Iceberg,None,0%
3349,280,Mopey Hind,Hex J2,Sharks,Sharks,5%
3349,280,Mopey Hind,Hex J1,Iceberg,None,0%
3349,280,Mopey Hind,Hex J2,Iceberg,None,0%
3350,368,Golden Diamond,Hex J4,Iceberg,None,0%
3350,368,Golden Diamond,Hex J6,Iceberg,None,0%
3350,368,Golden Diamond,Hex K8,Reef,Reef,4%
3351,337,Rusty Bottom,Hex I4,Harpies,Harpies,0%
3351,337,Rusty Bottom,Hex I4,Iceberg,Iceberg,14%
3351,337,Rusty Bottom,Hex H5,Iceberg,None,0%
3351,337,Rusty Bottom,Hex H6,Iceberg,Iceberg,20%
3351,337,Rusty Bottom,Hex G8,Sharks,Sharks,0%
3351,337,Rusty Bottom,Hex G9,Kraken,Kraken,14%
3351,337,Rusty Bottom,Hex G9,Storm,Storm,0%
3352,377,Gray Heart,Hex P14,Storm,Storm,5%
3352,377,Gray Heart,Hex R12,Kraken,Kraken,5%
3352,377,Gray Heart,Hex R11,Kraken,Kraken,5%
3352,377,Gray Heart,Hex Q9,Reef,Reef,15%
3353,287,Golden Goose,Hex P11,Storm,Storm,20%
3354,296,Bloody Falcon,Hex O14,Harpies,Harpies,4%
3354,296,Bloody Falcon,Hex N13,Reef,Reef,10%
3354,296,Bloody Falcon,Hex L13,Pirates,Pirates,14%
3356,304,Orange Tortoise,Hex F15,Alexandrian Merfolk,Merfolk,125%
3357,374,Bloody Goose,Hex O6,Iceberg,None,0%
3357,374,Bloody Goose,Hex N5,Kraken,Kraken,14%
3357,374,Bloody Goose,Hex N5,Iceberg,None,0%
3357,374,Bloody Goose,Hex M5,Iceberg,None,0%
3357,374,Bloody Goose,Hex L5,Iceberg,None,0%
3357,374,Bloody Goose,Hex L4,Iceberg,None,0%
3357,374,Bloody Goose,Hex K4,Iceberg,None,0%
3357,374,Bloody Goose,Hex J4,Pirates,Pirates,34%
3358,250,Black Goose,Hex O5,Harpies,Harpies,0%
3358,250,Black Goose,Hex O5,Iceberg,None,0%
3358,250,Black Goose,Hex O4,Storm,Storm,7%
3358,250,Black Goose,Hex M4,Iceberg,None,0%
3358,250,Black Goose,Hex M4,Sharks,Sharks,4%
3358,250,Black Goose,Hex L4,Reef,Reef,14%
3358,250,Black Goose,Hex L4,Iceberg,None,0%
3358,250,Black Goose,Hex L4,Storm,Storm,17%
3358,250,Black Goose,Hex K3,Reef,Reef,17%
3358,250,Black Goose,Hex J3,Iceberg,None,0%
3359,48,Scurvy Heart,Hex P6,Iceberg,None,0%
3359,48,Scurvy Heart,Hex O4,Kraken,Kraken,30%
3360,317,Black Falcon,Hex I4,Iceberg,None,0%
3360,317,Black Falcon,Hex G9,Storm,Storm,0%
3361,302,Mopey Bottom,Hex J4,Pirates,Pirates,17%
3361,302,Mopey Bottom,Hex J4,Iceberg,Iceberg,4%
3361,302,Mopey Bottom,Hex J5,Iceberg,None,0%
3361,302,Mopey Bottom,Hex J5,Sharks,Sharks,0%
3361,302,Mopey Bottom,Hex I7,Warlock,Wyrd Majick Fyre,14%
3361,302,Mopey Bottom,Hex I8,Pirates,Pirates,0%
3361,302,Mopey Bottom,Hex I8,Warlock,Wyrd Majick Fyre,17%
3361,302,Mopey Bottom,Hex I9,Reef,Reef,4%
3361,302,Mopey Bottom,Hex H11,Harpies,Harpies,0%
3362,282,Bloody Tortoise,Hex H5,Iceberg,Iceberg,4%
3362,282,Bloody Tortoise,Hex H6,Iceberg,None,0%
3362,282,Bloody Tortoise,Hex G7,Kraken,Kraken,34%
3363,346,Black Heart,Hex I2,Iceberg,None,0%
3363,346,Black Heart,Hex H1,Iceberg,None,0%
3363,346,Black Heart,Hex H0,Iceberg,None,0%
3364,239,Bloody Swan,Hex O14,Storm,Storm,20%
3364,239,Bloody Swan,Hex L10,Reef,Reef,30%
3364,239,Bloody Swan,Hex L10,Storm,Storm,17%
3364,239,Bloody Swan,Hex J5,Iceberg,None,0%
3364,239,Bloody Swan,Hex J4,Iceberg,None,0%
3365,209,Bloody Bottom,Hex I14,Reef,Reef,15%
3365,209,Bloody Bottom,Hex J15,Storm,Storm,0%
3365,209,Bloody Bottom,Hex K15,Reef,Reef,10%
3365,209,Bloody Bottom,Hex L15,Reef,Reef,10%
3365,209,Bloody Bottom,Hex O15,Harpies,Harpies,0%
3366,1,Purple Pearl,Hex H13,Harpies,Harpies,0%
3366,1,Purple Pearl,Hex J14,Sharks,Sharks,0%
3366,1,Purple Pearl,Hex K14,Storm,Storm,7%
3366,1,Purple Pearl,Hex L14,Sharks,Sharks,7%
3366,1,Purple Pearl,Hex L14,Dragon,Dragon,10%
3366,1,Purple Pearl,Hex N15,Pirates,Pirates,17%
3366,1,Purple Pearl,Hex N15,Dragon,Dragon,0%
3366,1,Purple Pearl,Hex O15,Pirates,Pirates,17%
3367,379,Saucy Pearl,Hex Q7,Pirates,Pirates,0%
3367,379,Saucy Pearl,Hex Q7,Storm,Storm,5%
3367,379,Saucy Pearl,Hex Q8,Pirates,Pirates,0%
3367,379,Saucy Pearl,Hex Q8,Sharks,Sharks,5%
3367,379,Saucy Pearl,Hex Q9,Reef,Reef,90%
3368,267,White Pearl,Hex Q8,Harpies,Harpies,4%
3368,267,White Pearl,Hex Q8,Harpies,Harpies,0%
3368,267,White Pearl,Hex Q8,Reef,Reef,10%
3369,388,Black Pearl,Hex O6,Atlantean Merfolk,Merfolk,0%
3369,388,Black Pearl,Hex M7,Sharks,Sharks,7%
3369,388,Black Pearl,Hex K9,Dread Pirate Calamity,Pirates,90%
3370,354,Rusty Pearl,Hex Q8,Reef,Reef,7%
3370,354,Rusty Pearl,Hex R9,Reef,Reef,20%
3371,177,Black Swan,Hex J2,Iceberg,None,0%
3371,177,Black Swan,Hex K1,Iceberg,None,0%
3371,177,Black Swan,Hex K2,Iceberg,None,0%
3371,177,Black Swan,Hex K2,Storm,Storm,5%
3372,216,White Goose,Hex I2,Iceberg,None,0%
3372,216,White Goose,Hex H1,Harpies,Harpies,4%
3372,216,White Goose,Hex H1,Iceberg,None,0%
3372,216,White Goose,Hex E1,Iceberg,None,0%
3372,216,White Goose,Hex E1,Sharks,Sharks,7%
3372,216,White Goose,Hex F1,Pirates,Pirates,24%
3372,216,White Goose,Hex F1,Iceberg,None,0%
3372,216,White Goose,Hex G2,Reef,Reef,4%
3372,216,White Goose,Hex H2,Reef,Reef,10%
3372,216,White Goose,Hex H2,Iceberg,None,0%
3373,393,Silver Heart,Hex Q14,Storm,Storm,14%
3373,393,Silver Heart,Hex Q9,Reef,Reef,4%
3373,393,Silver Heart,Hex Q8,Reef,Reef,50%
3374,322,Saucy Swan,Hex H13,Sharks,Sharks,5%
3374,322,Saucy Swan,Hex I14,Storm,Storm,25%
3375,41,Scurvy Tortoise,Hex H12,Harpies,Harpies,7%
3375,41,Scurvy Tortoise,Hex G11,Harpies,Harpies,0%
3375,41,Scurvy Tortoise,Hex G11,Storm,Storm,7%
3375,41,Scurvy Tortoise,Hex H10,Sharks,Sharks,4%
3375,41,Scurvy Tortoise,Hex H9,Storm,Storm,14%
3375,41,Scurvy Tortoise,Hex I8,Sharks,Sharks,0%
3375,41,Scurvy Tortoise,Hex I6,Iceberg,None,0%
3375,41,Scurvy Tortoise,Hex I6,Storm,Storm,17%
3375,41,Scurvy Tortoise,Hex I4,Iceberg,None,0%
3376,362,Orange Heart,Hex J15,Harpies,Harpies,0%
3377,344,Red Swan,Hex I15,Pirates,Pirates,25%
3377,344,Red Swan,Hex K15,Sharks,Sharks,0%
3377,344,Red Swan,Hex M15,Harpies,Harpies,0%
3377,344,Red Swan,Hex N15,Sharks,Sharks,0%
3377,344,Red Swan,Hex N15,Storm,Storm,20%
3377,344,Red Swan,Hex O15,Storm,Storm,20%
3378,305,White Swan,Hex P9,Pirates,Pirates,40%
3378,305,White Swan,Hex P11,Storm,Storm,15%
3378,305,White Swan,Hex P12,Pirates,Pirates,0%
3378,305,White Swan,Hex P13,Reef,Reef,45%
3379,360,Mopey Falcon,Hex Q5,Pirates,Pirates,0%
3379,360,Mopey Falcon,Hex R4,Iceberg,None,0%
3379,360,Mopey Falcon,Hex S4,Iceberg,None,0%
3379,360,Mopey Falcon,Hex Q5,Harpies,Harpies,0%
3380,356,Gray Bottom,Hex P9,Sharks,Sharks,0%
3380,356,Gray Bottom,Hex P11,Storm,Storm,7%
3380,356,Gray Bottom,Hex P12,Pirates,Pirates,10%
3381,378,Silver Hind,Hex P7,Harpies,Harpies,0%
3381,378,Silver Hind,Hex P8,Reef,Reef,210%
3382,335,Red Heart,Hex K3,Iceberg,Iceberg,17%
3382,335,Red Heart,Hex K3,Storm,Storm,10%
3382,335,Red Heart,Hex L5,Iceberg,None,0%
3382,335,Red Heart,Hex M5,Harpies,Harpies,0%
3382,335,Red Heart,Hex M5,Iceberg,None,0%
3382,335,Red Heart,Hex M5,Atlantean Merfolk,Sharks,0%
3382,335,Red Heart,Hex M5,Storm,Storm,0%
3382,335,Red Heart,Hex M4,Pirates,Pirates,0%
3382,335,Red Heart,Hex M4,Reef,Reef,14%
3382,335,Red Heart,Hex M4,Storm,Storm,57%
3382,335,Red Heart,Hex L4,Reef,Reef,10%
3382,335,Red Heart,Hex L4,Storm,Storm,10%
3383,325,Gray Falcon,Hex I4,Dragon,Dragon,17%
3383,325,Gray Falcon,Hex I4,Storm,Storm,10%
3383,325,Gray Falcon,Hex I5,Harpies,Harpies,0%
3383,325,Gray Falcon,Hex I5,Iceberg,None,0%
3383,325,Gray Falcon,Hex I8,Warlock,Wyrd Majick Fyre,34%
3383,325,Gray Falcon,Hex H12,Sharks,Sharks,4%
3384,397,Green Pearl,Hex L15,Harpies,Harpies,0%
3384,397,Green Pearl,Hex K15,Pirates,Pirates,0%
3384,397,Green Pearl,Hex K15,Reef,Reef,20%
3384,397,Green Pearl,Hex L15,Pirates,Pirates,14%
3385,207,Bloody Hind,Hex N14,Storm,Storm,30%
3386,392,Saucy Duck,Hex Q12,Storm,Storm,0%
3386,392,Saucy Duck,Hex P13,Pirates,Pirates,50%
3387,389,Golden Bottom,Hex R11,Pirates,Pirates,0%
3387,389,Golden Bottom,Hex R11,Harpies,Harpies,0%
3387,389,Golden Bottom,Hex R11,Kraken,Kraken,30%
3387,389,Golden Bottom,Hex Q14,Storm,Storm,0%
3388,391,Gray Pearl,Hex I13,Sharks,Sharks,15%
3388,391,Gray Pearl,Hex J13,Harpies,Harpies,0%
3388,391,Gray Pearl,Hex J13,Kraken,Kraken,0%
3388,391,Gray Pearl,Hex J13,Sharks,Sharks,0%
3389,390,Silver Bottom,Hex H13,Pirates,Pirates,47%
3389,390,Silver Bottom,Hex I11,Pirates,Pirates,0%
3389,390,Silver Bottom,Hex I11,Kraken,Kraken,0%
3389,390,Silver Bottom,Hex H13,Pirates,Pirates,0%
3390,327,Red Tortoise,Hex H13,Harpies,Harpies,4%
3390,327,Red Tortoise,Hex H13,Storm,Storm,0%
3390,327,Red Tortoise,Hex K13,Sharks,Sharks,4%
3390,327,Red Tortoise,Hex L14,Pirates,Pirates,0%
3390,327,Red Tortoise,Hex L14,Sharks,Sharks,0%
3390,327,Red Tortoise,Hex N14,Harpies,Harpies,7%
3390,327,Red Tortoise,Hex O14,Storm,Storm,14%
3391,369,Rusty Heart,Hex J13,Storm,Storm,5%
3391,369,Rusty Heart,Hex N8,Storm,Storm,20%
3391,369,Rusty Heart,Hex O6,Storm,Storm,0%
3392,79,Scurvy Pearl,Hex P5,Pirates,Pirates,40%
3392,79,Scurvy Pearl,Hex P5,Iceberg,None,0%
3392,79,Scurvy Pearl,Hex P5,Storm,Storm,15%
3392,79,Scurvy Pearl,Hex O5,Harpies,Harpies,0%
3392,79,Scurvy Pearl,Hex O4,Iceberg,None,0%
3392,79,Scurvy Pearl,Hex N4,Iceberg,None,0%
3392,79,Scurvy Pearl,Hex N5,Kraken,Kraken,100%
3392,79,Scurvy Pearl,Hex N5,Iceberg,None,0%
3392,79,Scurvy Pearl,Hex N5,Atlantean Merfolk,Merfolk,15%
3393,394,Black Tortoise,Hex J4,Iceberg,None,0%
3393,394,Black Tortoise,Hex J4,Sharks,Sharks,4%
3393,394,Black Tortoise,Hex J4,Iceberg,None,0%
3394,123,White Tortoise,Hex P12,Harpies,Harpies,0%
3394,123,White Tortoise,Hex Q9,Reef,Reef,10%
3394,123,White Tortoise,Hex Q9,Storm,Storm,80%
3395,396,Black Duck,Hex Q14,Pirates,Pirates,15%
3395,396,Black Duck,Hex R13,Kraken,Kraken,20%
3396,368,Golden Diamond,Hex N14,Pirates,Pirates,0%
3396,368,Golden Diamond,Hex M14,Storm,Storm,7%
3397,352,Silver Falcon,Hex O14,Reef,Reef,47%
3397,352,Silver Falcon,Hex L10,Reef,Reef,7%
3397,352,Silver Falcon,Hex K8,Harpies,Harpies,0%
3397,352,Silver Falcon,Hex K8,Warlock,Wyrd Majick Fyre,10%
3397,352,Silver Falcon,Hex K6,Iceberg,None,0%
3397,352,Silver Falcon,Hex J5,Iceberg,None,0%
3397,352,Silver Falcon,Hex J4,Storm,Storm,4%
3398,337,Rusty Bottom,Hex I14,Harpies,Harpies,14%
3398,337,Rusty Bottom,Hex J14,Harpies,Harpies,0%
3399,355,Purple Heart,Hex I9,Storm,Storm,17%
3399,355,Purple Heart,Hex I10,Storm,Storm,20%
3400,185,Orange Diamond,Hex J13,Kraken,Kraken,0%
3400,185,Orange Diamond,Hex K13,Pirates,Pirates,30%
3400,185,Orange Diamond,Hex K13,Storm,Storm,7%
3400,185,Orange Diamond,Hex K13,Sharks,Sharks,0%
3400,185,Orange Diamond,Hex K13,Storm,Storm,7%
3400,185,Orange Diamond,Hex J13,Kraken,Kraken,7%
3400,185,Orange Diamond,Hex I13,Pirates,Pirates,0%
3400,185,Orange Diamond,Hex I13,Storm,Storm,14%
3401,191,Black Bottom,Hex P6,Iceberg,None,0%
3401,191,Black Bottom,Hex O5,Pirates,Pirates,37%
3401,191,Black Bottom,Hex N5,Harpies,Harpies,7%
3401,191,Black Bottom,Hex N5,Kraken,Kraken,7%
3401,191,Black Bottom,Hex M5,Iceberg,None,0%
3401,191,Black Bottom,Hex M5,Atlantean Merfolk,Merfolk,30%
3401,191,Black Bottom,Hex L4,Atlantean Merfolk,Sharks,0%
3401,191,Black Bottom,Hex K4,Iceberg,None,0%
3402,398,Rusty Duck,Hex P4,Iceberg,None,0%
3402,398,Rusty Duck,Hex O2,Iceberg,None,0%
3402,398,Rusty Duck,Hex N1,Iceberg,None,0%
3402,398,Rusty Duck,Hex P5,Storm,Storm,0%
3403,280,Mopey Hind,Hex H2,Iceberg,None,0%
3403,280,Mopey Hind,Hex H2,Reef,Reef,35%
3404,290,Red Goose,Hex N13,Reef,Reef,5%
3405,401,Golden Tortoise,Hex N15,Dragon,Dragon,55%
3405,401,Golden Tortoise,Hex N15,Storm,Storm,20%
3406,264,Scurvy Goose,Hex J13,Kraken,Kraken,7%
3406,264,Scurvy Goose,Hex J13,Storm,Storm,4%
3406,264,Scurvy Goose,Hex H13,Harpies,Harpies,10%
3407,371,Purple Diamond,Hex H13,Sharks,Sharks,0%
3407,371,Purple Diamond,Hex I13,Harpies,Harpies,4%
3407,371,Purple Diamond,Hex J13,Sharks,Sharks,0%
3407,371,Purple Diamond,Hex K15,Harpies,Harpies,0%
3407,371,Purple Diamond,Hex K15,Reef,Reef,4%
3408,282,Bloody Tortoise,Hex H13,Pirates,Pirates,0%
3408,282,Bloody Tortoise,Hex H13,Sharks,Sharks,0%
3408,282,Bloody Tortoise,Hex I13,Harpies,Harpies,7%
3408,282,Bloody Tortoise,Hex L14,Pirates,Pirates,0%
3408,282,Bloody Tortoise,Hex M14,Harpies,Harpies,0%
3409,383,Purple Goose,Hex O6,Iceberg,None,0%
3410,263,Purple Hind,Hex P6,Iceberg,None,0%
3410,263,Purple Hind,Hex L9,Dread Pirate Calamity,Pirates,37%
3410,263,Purple Hind,Hex L9,Reef,Reef,4%
3410,263,Purple Hind,Hex L9,Storm,Storm,0%
3410,263,Purple Hind,Hex L10,Reef,Reef,7%
3410,263,Purple Hind,Hex J10,Harpies,Harpies,14%
3411,82,Green Tortoise,Hex I4,Iceberg,None,0%
3411,82,Green Tortoise,Hex H4,Iceberg,None,0%
3411,82,Green Tortoise,Hex F4,Iceberg,None,0%
3411,82,Green Tortoise,Hex G4,Iceberg,None,0%
3412,330,Orange Falcon,Hex J2,Iceberg,None,0%
3412,330,Orange Falcon,Hex K0,Iceberg,None,0%
3412,330,Orange Falcon,Hex K0,Sharks,Sharks,0%
3412,330,Orange Falcon,Hex J1,Iceberg,None,0%
3412,330,Orange Falcon,Hex J2,Dragon,Dragon,105%
3413,384,Silver Diamond,Hex J4,Iceberg,None,0%
3413,384,Silver Diamond,Hex K4,Harpies,Harpies,0%
3413,384,Silver Diamond,Hex L4,Atlantean Merfolk,Merfolk,0%
3413,384,Silver Diamond,Hex L5,Iceberg,None,0%
3413,384,Silver Diamond,Hex N6,Iceberg,None,0%
3413,384,Silver Diamond,Hex N6,Dragon,Dragon,27%
3413,384,Silver Diamond,Hex O6,Iceberg,None,0%
3413,384,Silver Diamond,Hex O6,Sharks,Sharks,0%
3413,384,Silver Diamond,Hex O6,Storm,Storm,0%
3414,361,Purple Tortoise,Hex J4,Iceberg,None,0%
3414,361,Purple Tortoise,Hex J5,Iceberg,None,0%
3414,361,Purple Tortoise,Hex J5,Atlantean Merfolk,Sharks,0%
3414,361,Purple Tortoise,Hex J6,Iceberg,None,0%
3414,361,Purple Tortoise,Hex I9,Reef,Reef,10%
3414,361,Purple Tortoise,Hex I9,Warlock,Wyrd Majick Fyre,90%
3415,209,Bloody Bottom,Hex P10,Reef,Reef,25%
3416,317,Black Falcon,Hex H12,Pirates,Pirates,50%
3416,317,Black Falcon,Hex I11,Kraken,Kraken,30%
3416,317,Black Falcon,Hex J11,Storm,Storm,15%
3417,302,Mopey Bottom,Hex H12,Pirates,Pirates,0%
3417,302,Mopey Bottom,Hex H12,Harpies,Harpies,4%
3417,302,Mopey Bottom,Hex G11,Harpies,Harpies,0%
3417,302,Mopey Bottom,Hex G10,Pirates,Pirates,54%
3417,302,Mopey Bottom,Hex G10,Kraken,Kraken,27%
3417,302,Mopey Bottom,Hex G9,Storm,Storm,0%
3417,302,Mopey Bottom,Hex G8,Pirates,Pirates,27%
3417,302,Mopey Bottom,Hex G8,Sharks,Sharks,0%
3418,366,Green Heart,Hex Q5,Storm,Storm,15%
3418,366,Green Heart,Hex R4,Iceberg,None,0%
3418,366,Green Heart,Hex R4,Iceberg,None,0%
3418,366,Green Heart,Hex Q5,Iceberg,None,0%
3419,216,White Goose,Hex J4,Iceberg,None,0%
3419,216,White Goose,Hex J4,Atlantean Merfolk,Sharks,7%
3419,216,White Goose,Hex J5,Atlantean Merfolk,Merfolk,10%
3419,216,White Goose,Hex J6,Pirates,Pirates,17%
3419,216,White Goose,Hex J6,Iceberg,None,0%
3419,216,White Goose,Hex J6,Atlantean Merfolk,Merfolk,0%
3419,216,White Goose,Hex J6,Sharks,Sharks,7%
3419,216,White Goose,Hex I7,Sharks,Sharks,0%
3419,216,White Goose,Hex I9,Warlock,Wyrd Majick Fyre,17%
3419,216,White Goose,Hex H12,Pirates,Pirates,0%
3420,364,Rusty Swan,Hex I4,Storm,Storm,10%
3420,364,Rusty Swan,Hex I5,Iceberg,None,0%
3420,364,Rusty Swan,Hex J6,Iceberg,None,0%
3420,364,Rusty Swan,Hex J7,Storm,Storm,17%
3420,364,Rusty Swan,Hex L10,Storm,Storm,0%
3420,364,Rusty Swan,Hex L11,Reef,Reef,4%
3420,364,Rusty Swan,Hex N13,Harpies,Harpies,7%
3420,364,Rusty Swan,Hex N13,Sharks,Sharks,4%
3421,402,Gray Hind,Hex J0,Storm,Storm,20%
3421,402,Gray Hind,Hex I1,Iceberg,None,0%
3421,402,Gray Hind,Hex J2,Iceberg,None,0%
3423,376,Rusty Falcon,Hex F10,Kraken,Kraken,20%
3423,376,Rusty Falcon,Hex F10,Kraken,Kraken,100%
3424,377,Gray Heart,Hex P6,Iceberg,None,0%
3424,377,Gray Heart,Hex O5,Harpies,Harpies,0%
3424,377,Gray Heart,Hex O5,Storm,Storm,25%
3424,377,Gray Heart,Hex O4,Kraken,Kraken,0%
3424,377,Gray Heart,Hex O4,Iceberg,None,0%
3424,377,Gray Heart,Hex L4,Iceberg,Iceberg,10%
3424,377,Gray Heart,Hex K3,Iceberg,None,0%
3425,287,Golden Goose,Hex P5,Iceberg,Iceberg,20%
3425,287,Golden Goose,Hex P4,Iceberg,None,0%
3425,287,Golden Goose,Hex O4,Iceberg,None,0%
3425,287,Golden Goose,Hex N4,Iceberg,None,0%
3425,287,Golden Goose,Hex L4,Iceberg,None,0%
3425,287,Golden Goose,Hex K3,Iceberg,None,0%
3426,360,Mopey Falcon,Hex P7,Harpies,Harpies,0%
3427,353,Green Diamond,Hex J4,Iceberg,None,0%
3427,353,Green Diamond,Hex I5,Pirates,Pirates,20%
3427,353,Green Diamond,Hex I5,Iceberg,None,0%
3427,353,Green Diamond,Hex I6,Iceberg,None,0%
3427,353,Green Diamond,Hex I6,Atlantean Merfolk,Merfolk,10%
3427,353,Green Diamond,Hex H11,Storm,Storm,5%
3427,353,Green Diamond,Hex H12,Pirates,Pirates,0%
3427,353,Green Diamond,Hex H12,Storm,Storm,0%
3428,374,Bloody Goose,Hex I2,Iceberg,None,0%
3428,374,Bloody Goose,Hex H2,Reef,Reef,4%
3428,374,Bloody Goose,Hex F1,Iceberg,None,0%
3428,374,Bloody Goose,Hex E1,Iceberg,None,0%
3428,374,Bloody Goose,Hex F2,Iceberg,None,0%
3428,374,Bloody Goose,Hex G2,Iceberg,None,0%
3428,374,Bloody Goose,Hex H2,Reef,Reef,7%
3428,374,Bloody Goose,Hex I2,Iceberg,None,0%
3429,41,Scurvy Tortoise,Hex J4,Atlantean Merfolk,Merfolk,7%
3429,41,Scurvy Tortoise,Hex J6,Pirates,Pirates,20%
3429,41,Scurvy Tortoise,Hex J6,Iceberg,None,0%
3429,41,Scurvy Tortoise,Hex J6,Atlantean Merfolk,Merfolk,0%
3429,41,Scurvy Tortoise,Hex J6,Storm,Storm,0%
3429,41,Scurvy Tortoise,Hex I7,Harpies,Harpies,0%
3429,41,Scurvy Tortoise,Hex I10,Pirates,Pirates,0%
3429,41,Scurvy Tortoise,Hex H12,Sharks,Sharks,4%
3430,391,Gray Pearl,Hex Q11,Kraken,Kraken,5%
3430,391,Gray Pearl,Hex R11,Kraken,Kraken,40%
3430,391,Gray Pearl,Hex R11,Sharks,Sharks,5%
3431,1,Purple Pearl,Hex O15,Harpies,Harpies,4%
3431,1,Purple Pearl,Hex O15,Storm,Storm,17%
