Voyage ID,Origin Port,Date,Planned Route,Ship ID,Ship Name,Ship Type,Captain Name,Weeks Since Last Voyage,Voyage Destination,Voyage Purpose,Damage Taken
3328,Hex Q6,September 1413 Week 2,Q6-P5-P4-O3-P4-P5-Q6,331,Rusty Pearl,Dhow,Lord Gerhart von Bismarck,3,Hex O3,Fishing,0%
3329,Hex Q6,September 1413 Week 2,Q6-P5-Q4-Q3-R2-Q3-Q4-P5-Q6,58,Green Duck,Galleon,Bryan Buchanan,4,Hex R2,Fishing,17%
3330,Hex I3,September 1413 Week 2,I3-J4-J5-K5-J5-J4-I3,222,Rusty Swan,Dhow,Baron Schaeffer von Lundorf,4,Hex K5,Fishing,0%
3331,Hex I3,September 1413 Week 2,I3-J4-K4-L4-L5-L4-K4-J4-I3,272,Saucy Heart,Galleon,Erin Teague,4,Hex L5,Fishing,50%
3332,Hex P15,September 1413 Week 3,P15-Q15-R15-S15-R15-Q15-P15,324,Rusty Bottom,Dhow,Baron Siegfried von Alfeldt,6,Hex S15,Fishing,20%
3333,Hex P15,September 1413 Week 3,P15-Q14-Q13-R12-R11-S10-R11-R12-Q13-Q14-P15,365,Gray Diamond,Carrack,Fergus Darry,6,Hex S10,Fishing,0%
3334,Hex P15,September 1413 Week 3,P15-Q14-Q13-Q12-P11-P10-P9-P8-P7-Q6,124,Red Tortoise,Barquentine,Angus O'Malley,7,Hex Q6,Cargo: Darkwood,30%
3335,Hex P15,September 1413 Week 3,P15-O15-O14-N14-M13-M12-L11-L10-L9-L8-K7-K6-J5-J4-I3,370,Black Heart,Carrack,Sean O'Connell,4,Hex I3,Cargo: Blackwine,Destroyed
3336,Hex G13,September 1413 Week 3,G13-G12-F12-E12-D12-C12-D12-E12-E13-F13-G13,378,Silver Diamond,Carrack,Sir Alberich von Lundorf,10002,Hex C12,Fishing,0%
3337,Hex Q6,September 1413 Week 3,Q6-Q7-Q8-P9-Q10-P11-P12-P13-Q14-P15,373,Black Bottom,Dhow,Count Otto von Glucksberg,4,Hex P15,Cargo: Scrolls,10%
3338,Hex I3,September 1413 Week 3,I3-J4-J5-K5-L5-M5-N5-O6-P6-Q6,349,Golden Tortoise,Galleon,Sir Rudolf von Schneider,4,Hex Q6,Cargo: Darkwood,24%
3339,Hex P15,September 1413 Week 4,P15-Q15-R15-S15-R15-Q15-P15,340,Mopey Bottom,Dhow,Killian MacDougal,9,Hex S15,Fishing,0%
3340,Hex P15,September 1413 Week 4,P15-Q15-R14-S14-S13-R13-Q13-Q14-P15,347,Green Diamond,Barquentine,Conor Buchanan,5,Hex S13,Scouting,0%
3341,Hex P15,September 1413 Week 4,P15-Q14-Q13-Q12-P13-Q14-P15,328,White Swan,Dhow,Brandon O'Malley,17,Hex Q12,Fishing,40%
3342,Hex G13,September 1413 Week 4,G13-H13-I13-J13-I13-H13-G13,237,Mopey Swan,Dhow,Killian Malone,5,Hex J13,Fishing,0%
3343,Hex Q6,September 1413 Week 4,Q6-Q7-Q8-P9-Q10-Q11-R12-Q13-Q14-P15,367,Orange Hind,Barquentine,Bryan Callahan,6,Hex P15,Cargo: Magefruit,45%
3344,Hex Q6,September 1413 Week 4,Q6-Q7-Q8-P9-P10-O11-P10-P9-P8-P7-Q6,364,Mopey Pearl,Galleon,Patrick Buchanan,5,Hex O11,Scouting,14%
3345,Hex Q6,September 1413 Week 4,Q6-P7-O7-N7-N8-M9-L9-L10-K11-K12-J12-I13-H13-G13,362,Scurvy Goose,Carrack,Ryan O'Brien,5,Hex G13,Cargo: Scrolls,80%
3346,Hex Q6,September 1413 Week 4,Q6-P6-O5-O4-N4-M4-N4-O4-O5-P5-Q6,351,Green Swan,Barquentine,Jack O'Neal,8,Hex M4,Fishing,25%
3347,Hex I3,September 1413 Week 4,I3-J3-K3-L4-M4-M5-N5-O5-P5-Q6,281,Rusty Hind,Carrack,Erin Callahan,9,Hex Q6,Cargo: Darkwood,34%
3348,Hex I3,September 1413 Week 4,I3-J3-K3-L4-L5-M6-M7-N8-N9-O10-O11-P12-P13-Q14-P15,46,Silver Bottom,Barquentine,Neil Keating,4,Hex P15,Cargo: Mythril,5%
3349,Hex P15,September 1413 Week 1,P15-O15-N15-N14-M14-L14-L15-M15-N15-O15-P15,374,Scurvy Falcon,Carrack,Liam Aubrey,10009,Hex L14,Fishing,0%
3350,Hex G13,September 1413 Week 1,G13-H12-H11-I10-I9-J9-K8-K7-L6-M6-N6-O6-P6-Q6,379,Purple Swan,Carrack,Angus Sweeney,4,Hex Q6,Cargo: Redstone,57%
3351,Hex G13,September 1413 Week 1,G13-G12-G11-G10-F9-G8-G7-H6-H5-I4-I3,283,White Bottom,Carrack,Rick Buchanan,11,Hex I3,Cargo: Redstone,47%
3352,Hex G13,September 1413 Week 1,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,7,Hex P15,Cargo: Magefruit,0%
3353,Hex G13,September 1413 Week 1,G13-F13-F12-E11-F12-F13-G13,333,Purple Duck,Dhow,Patrick Cullen,6,Hex E11,Fishing,25%
3354,Hex Q6,September 1413 Week 1,Q6-P6-O6-N5-M5-M4-L4-K4-J3-I3,311,White Diamond,Galleon,Conall Teague,5,Hex I3,Cargo: Scrolls,37%
3355,Hex Q6,September 1413 Week 1,Q6-P7-Q8-Q9-R10-Q11-R12-Q13-Q14-P15,263,Green Heart,Carrack,Count Ulbrecht von Kaulbach,4,Hex P15,Cargo: Magefruit,34%
3356,Hex Q6,September 1413 Week 1,Q6-P7-O7-N7-N8-N9-N8-N7-O6-P6-Q6,276,Mopey Hind,Barquentine,Bryan O'Brien,4,Hex N9,Fishing,70%
3357,Hex I3,September 1413 Week 1,I3-J3-K3-L4-M4-M5-N5-O6-P6-Q6,375,Golden Heart,Carrack,Lord Alberich von Schneider,10006,Hex Q6,Cargo: Darkwood,7%
3358,Hex I3,September 1413 Week 1,I3-I4-H5-H6-H7-I8-I9-I10-H11-H12-G13,376,Red Hind,Galleon,Baron Ulbrecht von Glucksberg,10005,Hex G13,Cargo: Darkwood,20%
3359,Hex I3,September 1413 Week 1,I3-J4-J5-J6-I7-I8-I9-I10-H11-H12-G13,343,Mopey Duck,Barquentine,Brandon O'Malley,4,Hex G13,Cargo: Mythril,5%
3360,Hex P15,October 1413 Week 2,P15-O15-N15-N14-M13-M12-L11-L10-L9-L8-K7-K6-J5-J4-I3,336,Silver Swan,Carrack,Fergus MacArthur,7,Hex I3,Cargo: Blackwine,0%
3361,Hex G13,October 1413 Week 2,G13-H13-I14-J14-J15-K15-L15-M15-N15-O15-P15,356,Red Duck,Galleon,Patrick Aubrey,6,Hex P15,Cargo: Magefruit,20%
3362,Hex G13,October 1413 Week 2,G13-H12-H11-I11-J11-K11-K12-J12-I13-H13-G13,363,Rusty Duck,Carrack,Sir Wolfgang von Alfeldt,8,Hex K11,Scouting,7%
3363,Hex G13,October 1413 Week 2,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,372,Bloody Swan,Barquentine,Baron Adalbrecht von Chlodwig,8,Hex P15,Cargo: Magefruit,5%
3364,Hex G13,October 1413 Week 2,G13-H13-I13-J13-K13-J13-I13-H13-G13,309,Gray Heart,Dhow,Killian Teague,11,Hex K13,Scouting,40%
3365,Hex Q6,October 1413 Week 2,Q6-P6-O7-N7-M7-L7-M6-N6-O6-P6-Q6,265,Orange Tortoise,Barquentine,Angus O'Neal,5,Hex L7,Scouting,95%
3366,Hex Q6,October 1413 Week 2,Q6-P6-O6-N6-M6-N6-O6-P6-Q6,191,Silver Hind,Dhow,Lord Friedrich von Schneider,7,Hex M6,Scouting,35%
3367,Hex I3,October 1413 Week 2,I3-I4-H5-H6-H7-H8-G9-H10-G11-G12-G13,280,Purple Pearl,Carrack,Baron Gerhart von Konig,15,Hex G13,Cargo: Darkwood,27%
3368,Hex I3,October 1413 Week 2,I3-J3-K4-K5-K4-J4-I3,222,Rusty Swan,Dhow,Baron Schaeffer von Lundorf,4,Hex K5,Fishing,0%
3369,Hex P15,October 1413 Week 3,P15-Q15-R15-S14-R15-Q15-P15,150,Scurvy Hind,Dhow,Kelly Keating,12,Hex S14,Fishing,15%
3370,Hex P15,October 1413 Week 3,P15-Q14-Q13-Q12-P11-P10-P11-P12-P13-Q14-P15,332,White Hind,Barquentine,Lord Emerich von Alfeldt,10,Hex P10,Fishing,30%
3371,Hex G13,October 1413 Week 3,G13-H12-G11-G10-F11-G12-G13,380,Red Swan,Dhow,Lord Friedrich von Schneider,10002,Hex G10,Fishing,20%
3372,Hex G13,October 1413 Week 3,G13-H13-I14-J14-J15-K16-J15-I15-I14-H13-G13,342,Golden Duck,Carrack,Jack Reagan,20,Hex K16,Scouting,17%
3373,Hex Q6,October 1413 Week 3,Q6-P7-O7-N7-M7-N6-O6-P6-Q6,331,Rusty Pearl,Dhow,Lord Gerhart von Bismarck,5,Hex M7,Scouting,Destroyed
3374,Hex I3,October 1413 Week 3,I3-I4-H5-H6-H7-I8-I9-I10-H11-H12-G13,307,Purple Diamond,Galleon,Conor Buchanan,11,Hex G13,Cargo: Darkwood,74%
3375,Hex I3,October 1413 Week 3,I3-I4-H5-H6-G7-H6-H5-I4-I3,169,Bloody Heart,Galleon,Brandon MacDougal,14,Hex G7,Scouting,Destroyed
3377,Hex P15,October 1413 Week 4,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,46,Silver Bottom,Barquentine,Neil Keating,4,Hex G13,Cargo: Blackwine,90%
3378,Hex P15,October 1413 Week 4,P15-Q14-P13-P12-P11-P10-P9-P8-P7-Q6,347,Green Diamond,Barquentine,Conor Buchanan,4,Hex Q6,Cargo: Darkwood,30%
3379,Hex G13,October 1413 Week 4,G13-H13-I14-J14-I13-H13-G13,220,Scurvy Pearl,Dhow,Ryan O'Malley,8,Hex J14,Fishing,0%
3380,Hex G13,October 1413 Week 4,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,377,Saucy Pearl,Barquentine,Killian Cullen,6,Hex P15,Cargo: Redstone,30%
3381,Hex Q6,October 1413 Week 4,Q6-P7-O7-N7-N8-M9-L9-K9-K10-J10-I11-I12-H13-G13,281,Rusty Hind,Carrack,Erin Callahan,4,Hex G13,Cargo: Scrolls,0%
3382,Hex Q6,October 1413 Week 4,Q6-Q5-Q4-P3-Q2-Q3-R4-Q5-Q6,124,Red Tortoise,Barquentine,Angus O'Malley,5,Hex Q2,Scouting,5%
3383,Hex Q6,October 1413 Week 4,Q6-P6-O6-N5-N4-M4-L4-K3-J3-I3,315,Orange Heart,Dhow,Rick O'Connell,7,Hex I3,Cargo: Magefruit,55%
3384,Hex I3,October 1413 Week 4,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,272,Saucy Heart,Galleon,Erin Teague,6,Hex Q6,Cargo: Darkwood,94%
3385,Hex I3,October 1413 Week 4,I3-J4-K4-L4-L5-M6-N6-O6-P6-Q6,167,Golden Diamond,Galleon,Bryan O'Neal,13,Hex Q6,Cargo: Mythril,17%
3386,Hex I3,October 1413 Week 4,I3-J4-J5-K6-K7-K6-J5-J4-I3,147,White Tortoise,Galleon,Rick Reagan,11,Hex K7,Scouting,37%
3387,Hex P15,October 1413 Week 1,P15-O15-N15-M15-M14-L13-K13-J13-I13-H13-G13,367,Orange Hind,Barquentine,Bryan Callahan,5,Hex G13,Cargo: Blackwine,25%
3388,Hex P15,October 1413 Week 1,P15-O15-N15-N14-M14-L13-K13-J13-I13-H13-G13,184,Gray Hind,Carrack,Killian MacDougal,13,Hex G13,Cargo: Darkwood,20%
3389,Hex P15,October 1413 Week 1,P15-O15-N15-M15-L15-L14-K14-J14-I14-H13-G13,374,Scurvy Falcon,Carrack,Liam Aubrey,4,Hex G13,Cargo: Darkwood,7%
3390,Hex P15,October 1413 Week 1,P15-Q14-P13-P12-O11-N11-O11-P12-P13-Q14-P15,368,Silver Tortoise,Barquentine,Patrick Flyn,7,Hex N11,Scouting,10%
3391,Hex G13,October 1413 Week 1,G13-G12-F12-E12-D12-D13-E13-F13-G13,333,Purple Duck,Dhow,Patrick Cullen,4,Hex D12,Fishing,0%
3392,Hex G13,October 1413 Week 1,G13-H13-I13-J12-K12-K11-L10-L9-M9-N8-N7-O7-P7-Q6,343,Mopey Duck,Barquentine,Brandon O'Malley,4,Hex Q6,Cargo: Redstone,20%
3393,Hex G13,October 1413 Week 1,G13-G12-G11-H10-H9-I10-H11-H12-G13,288,Gray Falcon,Dhow,Dyllon Callahan,29,Hex H9,Fishing,20%
3394,Hex Q6,October 1413 Week 1,Q6-P7-Q8-Q9-R9-Q9-Q8-Q7-Q6,351,Green Swan,Barquentine,Jack O'Neal,5,Hex R9,Scouting,80%
3395,Hex I3,October 1413 Week 1,I3-J4-J5-K5-L5-M6-N6-O6-P6-Q6,311,White Diamond,Galleon,Conall Teague,4,Hex Q6,Cargo: Darkwood,30%
3396,Hex I3,October 1413 Week 1,I3-I4-I5-I6-H7-I8-I9-I10-H11-H12-G13,260,Gray Duck,Galleon,Lord Schaeffer von Grolman,18,Hex G13,Cargo: Darkwood,77%
3397,Hex P15,November 1413 Week 2,P15-O15-N15-N14-M13-N13-O14-O15-P15,365,Gray Diamond,Carrack,Fergus Darry,7,Hex M13,Fishing,0%
3398,Hex G13,November 1413 Week 2,G13-H12-H11-I10-H9-H8-H7-H6-H5-I4-I3,378,Silver Diamond,Carrack,Sir Alberich von Lundorf,7,Hex I3,Cargo: Magefruit,0%
3399,Hex G13,November 1413 Week 2,G13-H13-I13-J13-K14-K15-L15-M15-N15-O15-P15,174,Bloody Goose,Barquentine,Count Karl von Schonbern,15,Hex P15,Cargo: Magefruit,25%
3400,Hex G13,November 1413 Week 2,G13-H12-H11-I10-H11-H12-G13,237,Mopey Swan,Dhow,Killian Malone,6,Hex I10,Fishing,10%
3401,Hex G13,November 1413 Week 2,G13-H13-I13-J13-K13-L13-M13-N13-O14-O15-P15,274,Saucy Tortoise,Carrack,Erin Bracken,10,Hex P15,Cargo: Magefruit,40%
3402,Hex Q6,November 1413 Week 2,Q6-P7-O7-N7-N8-M9-L9-K9-K10-J10-I11-I12-H12-G13,349,Golden Tortoise,Galleon,Sir Rudolf von Schneider,7,Hex G13,Cargo: Scrolls,37%
3403,Hex Q6,November 1413 Week 2,Q6-P5-O5-N5-M5-L5-M5-N5-O5-P6-Q6,58,Green Duck,Galleon,Bryan Buchanan,8,Hex L5,Scouting,20%
3404,Hex Q6,November 1413 Week 2,Q6-Q7-Q8-P9-P10-O11-P10-P9-Q8-Q7-Q6,379,Purple Swan,Carrack,Angus Sweeney,5,Hex O11,Fishing,44%
3405,Hex I3,November 1413 Week 2,I3-J4-J5-J6-J7-K8-K9-L10-L11-M12-M13-N14-O14-O15-P15,371,Golden Swan,Barquentine,Jack Hogan,10,Hex P15,Cargo: Mythril,20%
3406,Hex I3,November 1413 Week 2,I3-I4-I5-I6-H7-H8-H9-I10-H11-H12-G13,330,Purple Heart,Barquentine,Sean Reagan,12,Hex G13,Cargo: Darkwood,20%
3407,Hex I3,November 1413 Week 2,I3-J3-K3-L4-L5-M5-N5-O5-P6-Q6,222,Rusty Swan,Dhow,Baron Schaeffer von Lundorf,4,Hex Q6,Cargo: Darkwood,10%
3408,Hex P15,November 1413 Week 3,P15-Q14-Q13-R12-Q13-Q14-P15,340,Mopey Bottom,Dhow,Killian MacDougal,7,Hex R12,Fishing,0%
3409,Hex P15,November 1413 Week 3,P15-Q14-P13-P12-O11-N11-N12-N13-O14-O15-P15,312,Black Falcon,Barquentine,Ryan Malone,10,Hex N11,Scouting,40%
3410,Hex G13,November 1413 Week 3,G13-H12-I12-J12-J11-K11-L10-L9-M9-N8-N7-O6-P6-Q6,307,Purple Diamond,Galleon,Conor Buchanan,4,Hex Q6,Cargo: Redstone,Destroyed
3411,Hex Q6,November 1413 Week 3,Q6-P6-O5-O4-N4-M4-L4-K4-J4-I3,364,Mopey Pearl,Galleon,Patrick Buchanan,7,Hex I3,Cargo: Magefruit,24%
3412,Hex Q6,November 1413 Week 3,Q6-Q5-R5-S6-S7-S6-R5-Q5-Q6,230,Saucy Swan,Dhow,Fergus O'Connell,11,Hex S7,Fishing,25%
3413,Hex I3,November 1413 Week 3,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,336,Silver Swan,Carrack,Fergus MacArthur,5,Hex Q6,Cargo: Darkwood,0%
3414,Hex I3,November 1413 Week 3,I3-J3-K3-L4-M4-N4-N5-O6-P6-Q6,297,Green Goose,Galleon,Brandon Teague,17,Hex Q6,Cargo: Darkwood,24%
3415,Hex P15,November 1413 Week 4,P15-O15-O14-N14-O14-O15-P15,150,Scurvy Hind,Dhow,Kelly Keating,5,Hex N14,Fishing,20%
3416,Hex P15,November 1413 Week 4,P15-O15-O14-N14-M14-L13-K13-J13-I13-H13-G13,356,Red Duck,Galleon,Patrick Aubrey,6,Hex G13,Cargo: Blackwine,70%
3417,Hex G13,November 1413 Week 4,G13-H12-G11-H10-H9-H8-G7-H6-H5-I4-I3,357,Mopey Goose,Galleon,Bryan Blake,18,Hex I3,Cargo: Redstone,60%
3418,Hex G13,November 1413 Week 4,G13-H13-I13-J12-K12-L12-K12-J13-I13-H13-G13,362,Scurvy Goose,Carrack,Ryan O'Brien,8,Hex L12,Scouting,67%
3419,Hex G13,November 1413 Week 4,G13-H13-I13-J12-I13-H13-G13,380,Red Swan,Dhow,Lord Friedrich von Schneider,5,Hex J12,Fishing,5%
3420,Hex G13,November 1413 Week 4,G13-H12-I12-J12-J11-K11-L10-L9-M9-N8-N7-O7-P7-Q6,280,Purple Pearl,Carrack,Baron Gerhart von Konig,6,Hex Q6,Cargo: Redstone,Destroyed
3421,Hex Q6,November 1413 Week 4,Q6-Q7-Q8-P9-P10-O11-P10-P9-P8-P7-Q6,276,Mopey Hind,Barquentine,Bryan O'Brien,7,Hex O11,Fishing,5%
3422,Hex Q6,November 1413 Week 4,Q6-Q7-Q8-Q9-Q10-P11-P12-P13-Q14-P15,167,Golden Diamond,Galleon,Bryan O'Neal,4,Hex P15,Cargo: Magefruit,50%
3423,Hex Q6,November 1413 Week 4,Q6-P7-P8-P9-Q10-Q11-Q12-Q13-Q14-P15,347,Green Diamond,Barquentine,Conor Buchanan,4,Hex P15,Cargo: Magefruit,60%
3424,Hex I3,November 1413 Week 4,I3-J4-K4-K5-L5-M5-N5-O6-P6-Q6,315,Orange Heart,Dhow,Rick O'Connell,4,Hex Q6,Cargo: Darkwood,40%
3425,Hex P15,November 1413 Week 1,P15-O15-N15-N14-M14-L14-K14-J13-I13-H13-G13,332,White Hind,Barquentine,Lord Emerich von Alfeldt,6,Hex G13,Cargo: Blackwine,0%
3426,Hex P15,November 1413 Week 1,P15-Q15-R15-S15-R15-Q15-P15,318,Red Heart,Dhow,Baron Wilhelm von Grolman,11,Hex S15,Fishing,0%
3427,Hex P15,November 1413 Week 1,P15-Q14-Q13-R12-R11-R10-Q9-Q8-P7-Q6,324,Rusty Bottom,Dhow,Baron Siegfried von Alfeldt,10,Hex Q6,Cargo: Blackwine,0%
3428,Hex G13,November 1413 Week 1,G13-H13-I12-I11-J10-K10-L10-L9-M8-N8-N7-O7-P7-Q6,381,Black Goose,Barquentine,Bryan Hogan,10004,Hex Q6,Cargo: Redstone,20%
3429,Hex G13,November 1413 Week 1,G13-H12-H11-I10-H9-I8-H7-I6-I5-I4-I3,383,Orange Bottom,Galleon,Kelly Malone,10000,Hex I3,Cargo: Magefruit,14%
3430,Hex G13,November 1413 Week 1,G13-H12-G11-G10-F9-F8-E9-F10-F11-G12-G13,281,Rusty Hind,Carrack,Erin Callahan,5,Hex F8,Scouting,Destroyed
3431,Hex Q6,November 1413 Week 1,Q6-Q7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,270,Saucy Hind,Dhow,Neil Flyn,14,Hex P15,Cargo: Magefruit,25%
3432,Hex I3,November 1413 Week 1,I3-J4-K4-K5-L6-M6-N6-O6-P6-Q6,310,Silver Heart,Barquentine,Ryan Cullen,22,Hex Q6,Cargo: Darkwood,35%
3433,Hex I3,November 1413 Week 1,I3-J4-J5-K6-L6-K5-J5-J4-I3,227,Orange Swan,Galleon,Neil O'Connell,11,Hex L6,Scouting,50%
3434,Hex I3,November 1413 Week 1,I3-I4-H5-H6-H7-I8-H9-H10-G11-G12-G13,337,Bloody Hind,Barquentine,Jack Darry,19,Hex G13,Cargo: Mythril,55%
3435,Hex P15,December 1413 Week 2,P15-O15-N15-M15-L15-K15-K14-J14-I14-H13-G13,274,Saucy Tortoise,Carrack,Erin Bracken,4,Hex G13,Cargo: Darkwood,44%
3436,Hex P15,December 1413 Week 2,P15-Q14-Q13-Q12-P11-Q10-P9-P8-P7-Q6,328,White Swan,Dhow,Brandon O'Malley,10,Hex Q6,Cargo: Darkwood,25%
3437,Hex G13,December 1413 Week 2,G13-H12-H11-I11-J11-I11-I12-H13-G13,330,Purple Heart,Barquentine,Sean Reagan,4,Hex J11,Scouting,15%
3438,Hex G13,December 1413 Week 2,G13-H13-I13-J14-J15-I15-I14-H13-G13,184,Gray Hind,Carrack,Killian MacDougal,5,Hex J15,Scouting,34%
3439,Hex Q6,December 1413 Week 2,Q6-Q5-R5-S6-R5-Q5-Q6,191,Silver Hind,Dhow,Lord Friedrich von Schneider,8,Hex S6,Fishing,25%
3440,Hex Q6,December 1413 Week 2,Q6-P6-O5-N5-M5-L5-L4-K4-J3-I3,20,Golden Hind,Dhow,Conor Hogan,14,Hex I3,Cargo: Scrolls,60%
3441,Hex I3,December 1413 Week 2,I3-I2-H1-H0-H1-I2-I3,382,Scurvy Tortoise,Dhow,Rick Bracken,10005,Hex H0,Fishing,10%
3442,Hex P15,December 1413 Week 3,P15-Q14-P13-P12-O11-O10-N10-M9-L9-L8-K7-K6-J5-J4-I3,372,Bloody Swan,Barquentine,Baron Adalbrecht von Chlodwig,9,Hex I3,Cargo: Blackwine,50%
3443,Hex P15,December 1413 Week 3,P15-O15-N15-N14-M14-L14-K13-J13-I13-H13-G13,368,Silver Tortoise,Barquentine,Patrick Flyn,6,Hex G13,Cargo: Darkwood,15%
3444,Hex P15,December 1413 Week 3,P15-O15-N15-N14-M14-L13-K13-J13-I13-H13-G13,377,Saucy Pearl,Barquentine,Killian Cullen,7,Hex G13,Cargo: Blackwine,25%
3445,Hex G13,December 1413 Week 3,G13-F13-F14-E15-E16-D16-E16-E15-F15-G14-G13,374,Scurvy Falcon,Carrack,Liam Aubrey,6,Hex D16,Fishing,40%
3446,Hex G13,December 1413 Week 3,G13-G12-G11-G10-G11-G12-G13,333,Purple Duck,Dhow,Patrick Cullen,6,Hex G10,Fishing,0%
3447,Hex Q6,December 1413 Week 3,Q6-Q5-R4-R3-S2-R3-R4-Q5-Q6,124,Red Tortoise,Barquentine,Angus O'Malley,7,Hex S2,Fishing,50%
3448,Hex Q6,December 1413 Week 3,Q6-P5-P4-O3-P4-P5-Q6,222,Rusty Swan,Dhow,Baron Schaeffer von Lundorf,5,Hex O3,Fishing,Destroyed
3449,Hex I3,December 1413 Week 3,I3-J3-K4-L4-L5-M6-M7-N8-N9-O10-O11-P12-P13-Q14-P15,155,White Goose,Barquentine,Sir Adalbrecht von Konig,16,Hex P15,Cargo: Mythril,30%
3450,Hex I3,December 1413 Week 3,I3-J3-K3-L4-M4-M5-N5-O5-P6-Q6,283,White Bottom,Carrack,Rick Buchanan,10,Hex Q6,Cargo: Darkwood,14%
3452,Hex P15,December 1413 Week 4,P15-O15-N15-N14-M13-M12-L11-L10-L9-L8-K7-K6-J5-J4-I3,384,Scurvy Duck,Galleon,Conor MacArthur,10002,Hex I3,Cargo: Blackwine,54%
3453,Hex P15,December 1413 Week 4,P15-O15-N15-M15-L15-M15-N15-O15-P15,365,Gray Diamond,Carrack,Fergus Darry,6,Hex L15,Scouting,34%
3454,Hex G13,December 1413 Week 4,G13-H12-G11-G10-G9-H8-H7-H6-H5-I4-I3,363,Rusty Duck,Carrack,Sir Wolfgang von Alfeldt,10,Hex I3,Cargo: Magefruit,Destroyed
3455,Hex G13,December 1413 Week 4,G13-H13-I13-J13-K12-K11-K12-J12-I13-H13-G13,356,Red Duck,Galleon,Patrick Aubrey,4,Hex K11,Fishing,54%
3456,Hex Q6,December 1413 Week 4,Q6-P6-O5-O4-N4-M4-L4-K4-J4-I3,230,Saucy Swan,Dhow,Fergus O'Connell,5,Hex I3,Cargo: Scrolls,0%
3457,Hex Q6,December 1413 Week 4,Q6-P7-Q8-Q9-Q8-Q7-Q6,315,Orange Heart,Dhow,Rick O'Connell,4,Hex Q9,Fishing,65%
3458,Hex Q6,December 1413 Week 4,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,385,Black Hind,Carrack,Killian O'Malley,10001,Hex I3,Cargo: Magefruit,24%
3459,Hex I3,December 1413 Week 4,I3-J3-K3-L4-M4-M5-N5-O5-P5-Q6,357,Mopey Goose,Galleon,Bryan Blake,4,Hex Q6,Cargo: Darkwood,37%
3460,Hex P15,December 1413 Week 1,P15-O15-O14-N13-N12-N13-O14-O15-P15,312,Black Falcon,Barquentine,Ryan Malone,6,Hex N12,Fishing,Destroyed
3461,Hex P15,December 1413 Week 1,P15-Q14-Q13-Q12-Q11-Q10-P9-Q8-P7-Q6,174,Bloody Goose,Barquentine,Count Karl von Schonbern,7,Hex Q6,Cargo: Darkwood,15%
3462,Hex P15,December 1413 Week 1,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,263,Green Heart,Carrack,Count Ulbrecht von Kaulbach,12,Hex G13,Cargo: Blackwine,47%
3463,Hex P15,December 1413 Week 1,P15-O15-O14-N14-O14-O15-P15,340,Mopey Bottom,Dhow,Killian MacDougal,6,Hex N14,Fishing,55%
3464,Hex G13,December 1413 Week 1,G13-H13-I13-J13-K13-J13-I13-H13-G13,342,Golden Duck,Carrack,Jack Reagan,10,Hex K13,Scouting,37%
3465,Hex G13,December 1413 Week 1,G13-G14-F15-G16-G15-G14-G13,288,Gray Falcon,Dhow,Dyllon Callahan,8,Hex G16,Fishing,5%
3466,Hex Q6,December 1413 Week 1,Q6-P6-O6-N5-N4-M4-L4-K3-J3-I3,276,Mopey Hind,Barquentine,Bryan O'Brien,5,Hex I3,Cargo: Magefruit,10%
3467,Hex Q6,December 1413 Week 1,Q6-P6-O6-N6-M6-L5-K5-J5-J4-I3,58,Green Duck,Galleon,Bryan Buchanan,7,Hex I3,Cargo: Scrolls,70%
3468,Hex Q6,December 1413 Week 1,Q6-P6-O5-O4-N4-M4-L4-K4-J3-I3,336,Silver Swan,Carrack,Fergus MacArthur,6,Hex I3,Cargo: Magefruit,40%
3469,Hex I3,December 1413 Week 1,I3-J4-K4-K5-L6-M6-N6-O6-P6-Q6,251,Red Pearl,Carrack,Bryan MacArthur,17,Hex Q6,Cargo: Darkwood,17%
3470,Hex I3,December 1413 Week 1,I3-J3-K4-K5-L5-M5-N5-O5-P5-Q6,353,Purple Hind,Galleon,Kelly O'Neal,22,Hex Q6,Cargo: Mythril,47%
3471,Hex I3,December 1413 Week 1,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,227,Orange Swan,Galleon,Neil O'Connell,4,Hex Q6,Cargo: Darkwood,24%
3472,Hex I3,December 1413 Week 1,I3-I2-H1-H0-H1-I2-I3,230,Saucy Swan,Dhow,Fergus O'Connell,1,Hex H0,Fishing,20%
3473,Hex P15,January 1414 Week 2,P15-Q15-R15-S14-R15-Q15-P15,270,Saucy Hind,Dhow,Neil Flyn,5,Hex S14,Fishing,30%
3474,Hex G13,January 1414 Week 2,G13-H13-I14-J14-K14-L14-L15-M15-N15-O15-P15,250,Saucy Falcon,Barquentine,Angus MacDougal,17,Hex P15,Cargo: Magefruit,10%
